rank,full_name,url,description,stars,forks,language,created_at,updated_at,last_commit_date,open_issues,topics,license,readme_summary,has_readme,top_contributor,contributor_count,recent_commits,activity_score,id
24,Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",180135,46188,Python,2023-03-16,2025-12-05,2025-12-04,296,"ai, artificial-intelligence, autonomous-agents",Other,[![Discord Follow](https://img.shields.io/badge/dynamic/json?url=https%3A%2F%2Fdiscord.com%2Fapi%2Finvites%2Fautogpt%3Fwith_counts%3Dtrue&query=%24.approximate_member_count&label=total%20members&logo=discord&logoColor=white&color=7289da)](https://discord.gg/autogpt) &ensp; [![Twitter Follow](https://img.shields.io/twitter/follow/Auto_GPT?style=social)](https://twitter.com/Auto_GPT) &ensp; <!-- Kee...,True,Auto-GPT-Bot,3,5,100.0,614765452
25,microsoft/vscode,https://github.com/microsoft/vscode,Visual Studio Code,179338,36664,TypeScript,2015-09-03,2025-12-06,2025-12-05,14976,"editor, electron, microsoft",MIT License,[![Feature Requests](https://img.shields.io/github/issues/microsoft/vscode/feature-request.svg)](https://github.com/microsoft/vscode/issues?q=is%3Aopen+is%3Aissue+label%3Afeature-request+sort%3Areactions-%2B1-desc) [![Bugs](https://img.shields.io/github/issues/microsoft/vscode/bug.svg)](https://github.com/microsoft/vscode/issues?utf8=✓&q=is%3Aissue+is%3Aopen+label%3Abug) [![Gitter](https://img.shi...,True,bpasero,3,5,90.0,41881900
26,jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,Python - 100天从新手到大师,175885,55037,Jupyter Notebook,2018-03-01,2025-03-28,2025-03-28,746,,无,> **作者**：骆昊 > > **说明**：如果访问 GitHub 比较慢的话，可以关注我的知乎号（[**Python-Jack**](https://www.zhihu.com/people/jackfrued)），上面的[“**从零开始学Python**”](<https://zhuanlan.zhihu.com/c_1216656665569013760>)专栏（对应本项目前 20 天的内容）比较适合初学者，其他的专栏如“[**数据思维和统计思维**](https://www.zhihu.com/column/c_1620074540456964096)”、“[**基于Python的数据分析**](https://www.zhihu.com/column/c_1217746527315496960)”、“[**说走就走的AI之旅**](https://www.zhihu.com/c...,True,jackfrued,3,5,75.0,123458551
27,flutter/flutter,https://github.com/flutter/flutter,Flutter makes it easy and fast to build beautiful apps for mobile and beyond,174160,29642,Dart,2015-03-06,2025-12-06,2025-12-06,12396,"android, app-framework, cross-platform","BSD 3-Clause ""New"" or ""Revised"" License","<a href=""https://flutter.dev/""> <h1 align=""center""> <picture>...",True,skia-flutter-autoroll,3,5,90.0,31792824
28,twbs/bootstrap,https://github.com/twbs/bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",173775,79168,MDX,2011-07-29,2025-12-03,2025-12-03,596,"bootstrap, css, css-framework",MIT License,"<p align=""center""> <a href=""https://getbootstrap.com/""> <img src=""https://getbootstrap.com/docs/5.3/assets/brand/bootstrap-logo-shadow.png"" alt=""Bootstrap logo"" width=""200"" height=""165"">...",True,mdo,3,5,100.0,2126244
29,github/gitignore,https://github.com/github/gitignore,A collection of useful .gitignore templates,171122,82979,未知,2010-11-08,2025-11-17,2025-11-17,171,"git, gitignore",Creative Commons Zero v1.0 Universal,This is GitHub’s collection of [`.gitignore`][man] file templates. We use this list to populate the `.gitignore` template choosers available in the GitHub.com interface when creating new repositories and files....,True,shiftkey,3,5,90.0,1062897
30,n8n-io/n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",160884,51512,TypeScript,2019-06-22,2025-12-06,2025-12-05,1308,"ai, apis, automation",Other,"![Banner image](https://user-images.githubusercontent.com/10284570/173569848-c624317f-42b1-45a6-ab09-f0ea3c247648.png) n8n is a workflow automation platform that gives technical teams the flexibility of code with the speed of no-code. With 400+ integrations, native AI capabilities, and a fair-code license, n8n lets you build powerful automations while maintaining full control over your data and de...",True,janober,3,5,100.0,193215554
31,avelino/awesome-go,https://github.com/avelino/awesome-go,"A curated list of awesome Go frameworks, libraries and software",159277,12813,Go,2014-07-06,2025-11-25,2025-11-25,138,"awesome, awesome-list, go",MIT License,"<a href=""https://awesome-go.com/""><img align=""right"" src=""https://github.com/avelino/awesome-go/raw/main/tmpl/assets/logo.png"" alt=""awesome-go"" title=""awesome-go"" /></a> [![Build Status](https://github.com/avelino/awesome-go/actions/workflows/tests.yaml/badge.svg?branch=main)](https://github.com/avelino/awesome-go/actions/workflows/tests.yaml?query=branch%3Amain) [![Awesome](https://cdn.rawgit.com...",True,avelino,3,5,90.0,21540759
32,jlevy/the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,"Master the command line, in one page",159081,14765,未知,2015-05-20,2024-06-25,2023-07-12,250,"bash, documentation, linux",无,🌍 *[Čeština](README-cs.md) ∙ [Deutsch](README-de.md) ∙ [Ελληνικά](README-el.md) ∙ [English](README.md) ∙ [Español](README-es.md) ∙ [Français](README-fr.md) ∙ [Indonesia](README-id.md) ∙ [Italiano](README-it.md) ∙ [日本語](README-ja.md) ∙ [한국어](README-ko.md) ∙ [polski](README-pl.md) ∙ [Português](README-pt.md) ∙ [Română](README-ro.md) ∙ [Русский](README-ru.md) ∙ [Slovenščina](README-sl.md) ∙ [Українсь...,True,jlevy,3,5,60.0,35955666
33,AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Stable Diffusion web UI,158782,29477,Python,2022-08-22,2025-11-07,2024-07-27,2441,"ai, ai-art, deep-learning",GNU Affero General Public License v3.0,"A web interface for Stable Diffusion, implemented using Gradio library. ![](screenshot.png) [Detailed feature showcase with images](https://github.com/AUTOMATIC1111/stable-diffusion-webui/wiki/Features):...",True,AUTOMATIC1111,3,5,80.0,527591471
34,massgravel/Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,"Open-source Windows and Office activator featuring HWID, Ohook, TSforge, and Online KMS activation methods, along with advanced troubleshooting.",158526,15287,Batchfile,2020-01-12,2025-11-23,2025-11-23,3,"activator, hwid, kms",GNU General Public License v3.0,"<p align=""center""><img src=""https://massgrave.dev/img/logo_small.png"" alt=""MAS Logo""></p> <h1 align=""center"">Microsoft  Activation  Scripts (MAS)</h1> <p align=""center"">Open-source Windows and Office activator featuring HWID, Ohook, TSforge, and Online KMS activation methods, along with advanced troubleshooting.</p>...",True,ave9858,3,5,90.0,233472199
35,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models.",157141,13837,Go,2023-06-26,2025-12-06,2025-12-06,2327,"deepseek, gemma, gemma3",MIT License,"<div align=""center""> <a href=""https://ollama.com""> <img alt=""ollama"" width=""240"" src=""https://github.com/ollama/ollama/assets/3325447/0d0b44e2-8f4a-4e99-9b52-a5c1c741c8f7"">...",True,mxyng,3,5,90.0,658928958
36,huggingface/transformers,https://github.com/huggingface/transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",153519,31326,Python,2018-10-29,2025-12-05,2025-12-05,2126,"audio, deep-learning, deepseek",Apache License 2.0,"<!--- Copyright 2020 The HuggingFace Team. All rights reserved. Licensed under the Apache License, Version 2.0 (the ""License"");...",True,thomwolf,3,5,90.0,155220641
37,Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,"Java 学习&面试指南（Go、Python 后端面试通用,计算机基础面试总结）。准备后端技术面试，首选 JavaGuide！",152912,46073,Java,2018-05-07,2025-12-02,2025-12-02,73,"algorithms, interview, java",Apache License 2.0,"- 推荐在线阅读（体验更好，速度更快）：[javaguide.cn](https://javaguide.cn/) - 面试突击版本（只保留重点，附带精美 PDF 下载）：[interview.javaguide.cn](https://interview.javaguide.cn/) <div align=""center"">...",True,Snailclimb,3,5,100.0,132464395
38,airbnb/javascript,https://github.com/airbnb/javascript,JavaScript Style Guide,147972,26793,JavaScript,2012-11-01,2025-11-06,2025-09-17,181,"arrow-functions, es2015, es2016",MIT License,"*A mostly reasonable approach to JavaScript* > **Note**: this guide assumes you are using [Babel](https://babeljs.io), and requires that you use [babel-preset-airbnb](https://npmjs.com/babel-preset-airbnb) or the equivalent. It also assumes you are installing shims/polyfills in your app, with [airbnb-browser-shims](https://npmjs.com/airbnb-browser-shims) or the equivalent. [![Downloads](https://im...",True,ljharb,3,5,80.0,6498492
39,langflow-ai/langflow,https://github.com/langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,140299,8117,Python,2023-02-08,2025-12-06,2025-12-05,966,"agents, chatgpt, generative-ai",MIT License,"<!-- markdownlint-disable MD030 --> <picture> <source media=""(prefers-color-scheme: dark)"" srcset=""./docs/static/img/langflow-logo-color-blue-bg.svg"">...",True,ogabrielluiz,3,5,100.0,599320067
40,ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl,Command-line program to download videos from YouTube.com and other video sites,139055,10561,Python,2010-10-31,2025-11-26,2025-11-26,4122,,The Unlicense,[![Build Status](https://github.com/ytdl-org/youtube-dl/workflows/CI/badge.svg)](https://github.com/ytdl-org/youtube-dl/actions?query=workflow%3ACI) youtube-dl - download videos from youtube.com or other video platforms - [INSTALLATION](#installation)...,True,dstftw,3,5,80.0,1039520
41,f/awesome-chatgpt-prompts,https://github.com/f/awesome-chatgpt-prompts,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.,138544,18371,JavaScript,2022-12-05,2025-12-02,2025-12-02,291,"bots, chatbot, chatgpt",Creative Commons Zero v1.0 Universal,"<p align=""center""> <img width=""395"" alt=""prompts.chat"" src=""https://github.com/user-attachments/assets/e0d0e32d-d2ce-4459-9f37-e951d9f4f5de"" /> </p>...",True,f,3,5,100.0,574523116
42,yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,A feature-rich command-line audio/video downloader,137286,11059,Python,2020-10-26,2025-12-05,2025-12-05,2219,"cli, downloader, python",The Unlicense,"<!-- MANPAGE: BEGIN EXCLUDED SECTION --> <div align=""center""> [![YT-DLP](https://raw.githubusercontent.com/yt-dlp/yt-dlp/master/.github/banner.svg)](#readme)...",True,dstftw,3,5,90.0,307260205
43,521xueweihan/HelloGitHub,https://github.com/521xueweihan/HelloGitHub,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",136362,10965,Python,2016-05-04,2025-11-28,2025-11-28,232,"awesome, github, hellogithub",无,"<p align=""center""> <img src=""https://raw.githubusercontent.com/521xueweihan/img_logo/master/logo/readme.gif""/> <br>中文 | <a href=""README_en.md"">English</a> | <a href=""README_ja.md"">日本語</a>...",True,521xueweihan,3,5,90.0,58028038
44,vercel/next.js,https://github.com/vercel/next.js,The React Framework,136243,29986,JavaScript,2016-10-05,2025-12-05,2025-12-06,3140,"blog, browser, compiler",MIT License,"<div align=""center""> <a href=""https://nextjs.org""> <picture>...",True,ijjk,3,5,90.0,70107786
45,yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,Curated coding interview preparation materials for busy software engineers,135966,16302,TypeScript,2016-07-05,2025-11-18,2025-11-18,53,"algorithm, algorithm-interview, algorithm-interview-questions",MIT License,"<h1 align=""center"">Tech Interview Handbook</h1> <div align=""center""> <a href=""https://www.techinterviewhandbook.org/"">...",True,yangshun,3,5,90.0,62607227
46,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,132059,12339,C,2017-11-21,2025-11-28,2025-11-19,2634,"android, c, ffmpeg",Apache License 2.0,"**This GitHub repo (<https://github.com/Genymobile/scrcpy>) is the only official source for the project. Do not download releases from random websites, even if their name contains `scrcpy`.**...",True,rom1v,3,5,80.0,111583593
47,golang/go,https://github.com/golang/go,The Go programming language,131175,18529,Go,2014-08-19,2025-12-06,2025-11-13,9611,"go, golang, language","BSD 3-Clause ""New"" or ""Revised"" License","Go is an open source programming language that makes it easy to build simple, reliable, and efficient software. ![Gopher image](https://golang.org/doc/gopher/fiveyears.jpg)...",True,rsc,3,5,90.0,23096959
48,labuladong/fucking-algorithm,https://github.com/labuladong/fucking-algorithm,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why. ",129976,23462,Markdown,2020-02-19,2025-10-08,2025-01-31,0,"algorithms, computer-science, data-structures",无,[![Star History Chart](https://api.star-history.com/svg?repos=labuladong/fucking-algorithm&type=Date)](https://star-history.com/#labuladong/fucking-algorithm&Date) English version is on [labuladong.online](https://labuladong.online/algo/en/) too. Just enjoy：) 本仓库总共 60 多篇原创文章，都是基于 LeetCode 的题目，涵盖了所有题型和技巧，而且一定要做到**举一反三，通俗易懂**，绝不是简单的代码堆砌，后面有目录。...,True,labuladong,3,5,70.0,241576270
49,DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,DigitalPlat FreeDomain: Free Domain For Everyone,127208,2278,HTML,2024-05-30,2025-11-12,2025-11-12,23,"digitalplat, domain, domain-platform",GNU Affero General Public License v3.0,"Welcome to **DigitalPlat FreeDomain**, where we believe everyone deserves a digital identity. Whether you're an individual, or an organization, we’re offering free domain names to bring your ideas to life – no strings attached! With FreeDomain, you’re free to register a unique domain and host it with your favorite DNS provider, like Cloudflare, FreeDNS by Afraid.org, or Hostry. Get online with com...",True,EdwardLab,2,5,90.0,808144141
